Time,BG,CGM,CHO,insulin,LBGI,HBGI,Risk,Magni_Risk,Reward
2024-08-08 00:00:00,152.41,153.42122281275638,0.0,0.0,0.0,3.2153271698948096,3.2153271698948096,0.4472954932608336,1
2024-08-08 00:05:00,152.41000162610968,155.19282072159345,0.0,0.0,0.0,3.2153273965701694,3.2153273965701694,0.44729559585162026,1
2024-08-08 00:10:00,152.4100949728479,151.1457860873295,0.0,0.0,0.0,3.2153404088670445,3.2153404088670445,0.4473014850880955,1
2024-08-08 00:15:00,152.41093151983867,144.73004252139816,0.0,0.0,0.0,3.215457022206214,3.215457022206214,0.447354264319169,1
2024-08-08 00:20:00,152.41422344275466,138.4491179555725,0.0,0.0,0.0,3.215915925522084,3.215915925522084,0.44756198489389576,1
2024-08-08 00:25:00,152.4226001892509,134.90876254392944,0.0,0.0,0.0,3.2170837712636002,3.2170837712636002,0.4480907547370688,1
2024-08-08 00:30:00,152.43940940640422,137.4605524171281,0.0,0.0,0.0,3.2194276806503663,3.2194276806503663,0.44915266297978457,1
2024-08-08 00:35:00,152.468422754002,143.6916416527851,0.0,0.0,0.0,3.223474767101835,3.223474767101835,0.4509882284987725,1
2024-08-08 00:40:00,152.51319316167366,150.2950974450435,0.0,0.0,0.0,3.2297233143325283,3.2297233143325283,0.4538273177765634,1
2024-08-08 00:45:00,152.57718167450145,151.2608526081502,0.0,0.0,0.0,3.238661474701347,3.238661474701347,0.45789907420316583,1
2024-08-08 00:50:00,152.66374874262607,147.83921810393176,0.0,0.0,0.0,3.2507672715821756,3.2507672715821756,0.4634336752642357,1
2024-08-08 00:55:00,152.77600871412602,141.85639156713518,0.0,0.0,0.0,3.2664895902210245,3.2664895902210245,0.4706555696658155,1
2024-08-08 01:00:00,152.91678681348202,138.01623737637271,0.0,0.0,0.0,3.286243441737966,3.286243441737966,0.4797831573644423,1
2024-08-08 01:05:00,153.08859535821887,136.53150978135707,0.0,0.0,0.0,3.3104078019971457,3.3104078019971457,0.49102948333212293,1
2024-08-08 01:10:00,153.29362404725106,137.5779870313455,0.0,0.0,0.0,3.3393252306136705,3.3393252306136705,0.5046034784584248,1
2024-08-08 01:15:00,153.53374043402448,140.36359443599565,0.0,0.0,0.0,3.3733026718980295,3.3733026718980295,0.520711396017364,1
2024-08-08 01:20:00,153.81049765950524,143.7993552412867,0.0,0.0,0.0,3.412612992884308,3.412612992884308,0.5395581891046266,1
2024-08-08 01:25:00,154.1251472384233,146.73005800453618,0.0,0.0,0.0,3.4574969322652422,3.4574969322652422,0.5613486546718689,1
2024-08-08 01:30:00,154.47865523148357,147.016911500991,0.0,0.0,0.0,3.508165225905386,3.508165225905386,0.586288235144695,1
2024-08-08 01:35:00,154.87172054485768,145.42351666749983,0.0,0.0,0.0,3.5648007456908832,3.5648007456908832,0.6145834209114882,1
2024-08-08 01:40:00,155.30479441060848,142.7569438514529,0.0,0.0,0.0,3.6275605432942157,3.6275605432942157,0.6464417378261462,1
2024-08-08 01:45:00,155.7781003420792,141.05151492159905,0.0,0.0,0.0,3.696577732337719,3.696577732337719,0.6820713347556424,1
2024-08-08 01:50:00,156.29164648110424,140.22033931088896,0.0,0.015300000000000001,0.0,3.77196206001168,3.77196206001168,0.7216796179656144,1
2024-08-08 01:55:00,156.84506103591528,139.8810044656342,0.0,0.0,0.0,3.8537740368564606,3.8537740368564606,0.7654573418076274,1
2024-08-08 02:00:00,157.43727139469425,139.6111964663269,0.0,0.0,0.0,3.94197433556088,3.94197433556088,0.8135472454590911,1
2024-08-08 02:05:00,158.06678499902324,139.41103170449486,0.0,0.0,0.0,4.036461221033788,4.036461221033788,0.8660585164683442,1
2024-08-08 02:10:00,158.73208164879014,139.82709012569194,0.0,0.0,0.0,4.1371264578962705,4.1371264578962705,0.9230938731106632,1
2024-08-08 02:15:00,159.43174166688718,141.32064584833068,0.0,0.0765,0.0,4.243873551668566,4.243873551668566,0.9847583765392952,1
2024-08-08 02:20:00,160.16348558994213,144.21926617911768,0.0,0.0765,0.0,4.3564688973869234,4.3564688973869234,1.0510703473391414,1
2024-08-08 02:25:00,160.92140843374904,149.90084621778033,0.0,0.0765,0.0,4.474103861384503,4.474103861384503,1.121687142638558,1
2024-08-08 02:30:00,161.69454639758243,158.83900386265375,0.0,0.0765,0.0,4.595143547964547,4.595143547964547,1.1957165483053485,1
2024-08-08 02:35:00,162.46739654189938,167.18998258918225,0.0,0.0765,0.0,4.7171738793014395,4.7171738793014395,1.2717007845416692,1
2024-08-08 02:40:00,163.22129925982668,173.03709977642723,0.0,0.0,0.0,4.837193879698038,4.837193879698038,1.3477023319180828,1
2024-08-08 02:45:00,163.93685970161738,175.4620131789718,0.0,0.015300000000000001,0.0,4.951992094078056,4.951992094078056,1.421530273826038,1
2024-08-08 02:50:00,164.5977211533961,175.8166531464318,0.0,0.015300000000000001,0.0,5.058766539000683,5.058766539000683,1.4911572150306152,1
2024-08-08 02:55:00,165.19230342786415,173.9054873431856,0.0,0.0,0.0,5.155440549035635,5.155440549035635,1.554969320691075,1
2024-08-08 03:00:00,165.71376020021853,170.64781488832222,0.0,0.015300000000000001,0.0,5.2406931648480715,5.2406931648480715,1.6118333510935692,1
2024-08-08 03:05:00,166.15949208076648,166.97546246916986,0.0,0.0,0.0,5.31390854933602,5.31390854933602,1.6610994059925075,1
2024-08-08 03:10:00,166.53017122019907,164.10007859614254,0.0,0.015300000000000001,0.0,5.375034338873224,5.375034338873224,1.7025289589219497,1
2024-08-08 03:15:00,166.82894388794986,164.11967238986267,0.0,0.015300000000000001,0.0,5.424458965639097,5.424458965639097,1.736222852380576,1
2024-08-08 03:20:00,167.06039690180913,165.98756085681498,0.0,0.015300000000000001,0.0,5.462842533087397,5.462842533087397,1.7625084414651528,1
2024-08-08 03:25:00,167.22970177486604,168.33094278716771,0.0,0.015300000000000001,0.0,5.490972058099294,5.490972058099294,1.781837057361758,1
2024-08-08 03:30:00,167.34216127809225,168.70664012267764,0.0,0.015300000000000001,0.0,5.509681288849308,5.509681288849308,1.7947229766690045,1
2024-08-08 03:35:00,167.40299672061565,167.43381265703113,0.0,0.015300000000000001,0.0,5.519810225347776,5.519810225347776,1.8017092804364077,1
2024-08-08 03:40:00,167.4172465951156,165.1110118688946,0.0,0.015300000000000001,0.0,5.522183611773038,5.522183611773038,1.8033473094350274,1
2024-08-08 03:45:00,167.3897125488332,163.49171902568264,0.0,0.015300000000000001,0.0,5.517597961972345,5.517597961972345,1.8001828001482032,1
2024-08-08 03:50:00,167.32492773233614,162.90173874520426,0.0,0.015300000000000001,0.0,5.506812983036266,5.506812983036266,1.7927458781879515,1
2024-08-08 03:55:00,167.22713810673994,164.05628705833138,0.0,0.015300000000000001,0.0,5.490545782430864,5.490545782430864,1.7815437423890845,1
2024-08-08 04:00:00,167.10026189127686,166.92551998581652,0.0,0.0765,0.0,5.469462007391817,5.469462007391817,1.76705193933162,1
2024-08-08 04:05:00,166.94710972607447,170.54200025121003,0.0,0.0765,0.0,5.444044913847311,5.444044913847311,1.749622701858381,1
2024-08-08 04:10:00,166.76726981049217,173.3584835077624,0.0,0.0765,0.0,5.414245116076952,5.414245116076952,1.729245675777709,1
2024-08-08 04:15:00,166.55613247725586,172.88561714546285,0.0,0.0765,0.0,5.379323472128805,5.379323472128805,1.7054460896740642,1
2024-08-08 04:20:00,166.3054596243008,170.11387568877387,0.0,0.0765,0.0,5.337953173111303,5.337953173111303,1.6773641560810493,1
2024-08-08 04:25:00,166.00455323154475,166.2642546189778,0.0,0.0765,0.0,5.288422841874687,5.288422841874687,1.643905683780975,1
2024-08-08 04:30:00,165.64143675881832,164.2295989551868,0.0,0.0765,0.0,5.228843116008841,5.228843116008841,1.6038967152174453,1
2024-08-08 04:35:00,165.20383490700345,163.68415564517403,0.0,0.0765,0.0,5.15732111264726,5.15732111264726,1.556217754102471,1
2024-08-08 04:40:00,164.67991863767517,163.93005697330207,0.0,0.0765,0.0,5.0720970159230925,5.0720970159230925,1.4999132792348662,1
2024-08-08 04:45:00,164.0588408500472,163.78122952812217,0.0,0.0765,0.0,4.971646422217004,4.971646422217004,1.434278287620685,1
2024-08-08 04:50:00,163.33112936181837,162.4148762485579,0.0,0.015300000000000001,0.0,4.854758580062933,4.854758580062933,1.3589276420377705,1
2024-08-08 04:55:00,162.4896396228356,158.09736586858946,0.0,0.015300000000000001,0.0,4.720701142132634,4.720701142132634,1.2739166871240115,1
2024-08-08 05:00:00,161.5315732646698,154.5027378794536,0.0,0.0765,0.0,4.569542284726357,4.569542284726357,1.1799455289584542,1
2024-08-08 05:05:00,160.45860611343522,153.26324094337303,0.0,0.015300000000000001,0.0,4.402152235738859,4.402152235738859,1.078335030905811,1
2024-08-08 05:10:00,159.27497390491826,153.29049884324903,0.0,0.0765,0.0,4.219877551589793,4.219877551589793,0.9707928932196104,1
2024-08-08 05:15:00,157.98662621257378,153.7793492263088,0.0,0.0765,0.0,4.024388281474042,4.024388281474042,0.859292934113888,1
2024-08-08 05:20:00,156.59956386131233,154.0285982478169,0.0,0.0765,0.0,3.8174086670020833,3.8174086670020833,0.7458980224223064,1
2024-08-08 05:25:00,155.11863631510778,153.1561987786665,0.0,0.0,0.0,3.6005370763634144,3.6005370763634144,0.6326599775652986,1
2024-08-08 05:30:00,153.54818266031248,150.710333276405,0.0,0.0765,0.0,3.3753501177279475,3.3753501177279475,0.521687466978146,1
2024-08-08 05:35:00,151.89373407368186,147.11697054702782,0.0,0.0765,0.0,3.143644987818996,3.143644987818996,0.4152623426586389,1
2024-08-08 05:40:00,150.16114330189623,142.8394036176738,0.0,0.0765,0.0,2.907299309932333,2.907299309932333,0.3157485059045605,1
2024-08-08 05:45:00,148.35533572640034,139.95174343370672,0.0,0.0765,0.0,2.6680974181267154,2.6680974181267154,0.22551342799325957,1
2024-08-08 05:50:00,146.48002482738494,138.01647474696722,0.0,0.0765,0.0,2.4277093889568784,2.4277093889568784,0.14694517233028978,1
2024-08-08 05:55:00,144.53795222745484,136.4919803345943,0.0,0.0765,0.0,2.18774608560183,2.18774608560183,0.08250783163599028,1
2024-08-08 06:00:00,142.5312565944057,135.14050793214446,0.0,0.0765,0.0,1.9498281047241188,1.9498281047241188,0.03479726804764837,1
2024-08-08 06:05:00,140.46179900246878,133.54886434238483,0.0,0.0765,0.0,1.715643469051685,1.715643469051685,0.006584207062671532,1
2024-08-08 06:10:00,138.33140375785544,131.36778702740204,0.0,0.0765,0.0,1.4869891826465835,1.4869891826465835,0.0008437340519128346,1
2024-08-08 06:15:00,136.14201899991045,129.03057452042432,0.0,0.0765,0.0,1.2657984140677474,1.2657984140677474,0.020773721527774753,1
2024-08-08 06:20:00,133.89581295488304,126.34145345778282,0.0,0.0765,0.0,1.0541565539980409,1.0541565539980409,0.06980518723758015,1
2024-08-08 06:25:00,131.59522206431478,122.87527443190017,0.0,0.0765,0.0,0.8543092343897243,0.8543092343897243,0.15160720321588972,1
2024-08-08 06:30:00,129.24296452913367,119.41307390406,0.0,0.0765,0.0,0.6686648437528915,0.6686648437528915,0.27008846123559455,1
2024-08-08 06:35:00,126.84202982752512,115.57346519081119,0.0,0.0765,0.0,0.4997935232170045,0.4997935232170045,0.4293971518001961,1
2024-08-08 06:40:00,124.3956522306324,110.62544706900314,0.0,0.0765,0.0,0.3504241772928501,0.3504241772928501,0.6339204642364544,1
2024-08-08 06:45:00,121.90727435128167,105.62929253989404,0.0,0.0765,0.0,0.22344068478705087,0.22344068478705087,0.8882847507733314,1
2024-08-08 06:50:00,119.38050523310137,100.5612710970818,0.0,0.0765,0.0,0.1218782294350197,0.1218782294350197,1.1973571975045647,1
2024-08-08 06:55:00,116.81907631299505,95.87363506156694,0.0,0.0765,0.0,0.04892046652546239,0.04892046652546239,1.5662496936876442,1
2024-08-08 07:00:00,114.22679768034332,93.5425164470061,0.0,0.0765,0.0,0.00789808589244391,0.00789808589244391,2.000325477064494,1
2024-08-08 07:05:00,111.6075163469257,92.73607933592844,0.0,0.0765,0.002289212659817792,0.0,0.002289212659817792,2.5052090500180646,1
2024-08-08 07:10:00,108.96507768677824,92.87336841870442,0.0,0.0765,0.03572199801413753,0.0,0.03572199801413753,3.086799805348952,1
2024-08-08 07:15:00,106.30329077254736,92.9587076188128,0.0,0.0765,0.11197968833859101,0.0,0.11197968833859101,3.75128976893257,1
